Locustag	begin	end	length	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo2020	2100224	2100751	528	-	2100224	2100751	528	ORF	similar to cell-division initiation protein (septum placement)	hypothetical protein - RAST_Product: Cell division initiation protein DivIVA	Cell division initiation protein DivIVA		Cell cycle control, mitosis and meiosis	ATG	 
lmo2021	2100845	2101366	522	-	2100845	2101366	522	ORF		hypothetical protein - RAST_Product: Transcriptional repressor for NAD biosynthesis in gram-positives	Transcriptional repressor for NAD biosynthesis in gram-positives		General function prediction only	ATG	 
lmo2022	2101371	2102477	1107	-	2101371	2102477	1107	ORF	similar to a NifS-like protein required for NAD biosynthesis	hypothetical protein - RAST_Product: Cysteine desulfurase (EC 2.8.1.7)	Cysteine desulfurase (EC 2.8.1.7)		Amino acid transport and metabolism	ATG	 
lmo2023	2102608	2104062	1455	+	2102608	2104062	1455	ORF	"similar to L-aspartate oxidase; catalyzes the formation of oxaloacetate from L-aspartate"	L-aspartate oxidase	L-aspartate oxidase (EC 1.4.3.16)	Operon_365	Coenzyme transport and metabolism	ATG	 
lmo2024	2104059	2104904	846	+	2104059	2104904	846	ORF	"similar to nicotinate-nucleotide pyrophosphorylase; catalyzes the formation of pyridine-2,3-dicarboxylate and 5-phospho-alpha-D-ribose 1-diphosphate from nictinate D-ribonucleotide"	nicotinate-nucleotide pyrophosphorylase	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Operon_365	Coenzyme transport and metabolism	ATG	 
lmo2025	2104901	2106001	1101	+	2104901	2106001	1101	ORF	"similar to quinolinate synthetase; 3 different subfamilies; catalyzes the formation of quinolinate from iminoaspartate and dihydroxyacetone phosphate"	quinolinate synthetase	Quinolinate synthetase (EC 2.5.1.72)	Operon_365	Coenzyme transport and metabolism	ATG	 
lmo2026	2106329	2108209	1881	-	2106329	2108209	1881	ORF		peptidoglycan binding protein	Internalin-like protein (LPXTG motif) Lmo2026 homolog		Function unknown	GTG	 
lmo2027	2108500	2109603	1104	-	2108500	2109603	1104	ORF		putative cell surface protein, internalin proteins	Internalin-like protein Lmo2470 homolog		Function unknown	TTG	 
lmo2028	2110009	2110785	777	-	2110009	2110785	777	ORF		hypothetical protein	FIG001583: hypothetical protein, contains S4-like RNA binding domain		Function unknown	ATG	 
lmo2029	2110909	2111199	291	-	2110909	2111199	291	ORF		hypothetical protein - RAST_Product: Cell division protein YlmG/Ycf19 (putative), YggT family	Cell division protein YlmG/Ycf19 (putative), YggT family	Operon_366	Function unknown	TTG	 
lmo2030	2111222	2111680	459	-	2111222	2111680	459	ORF		hypothetical protein - RAST_Product: FIG001960: FtsZ-interacting protein related to cell division	FIG001960: FtsZ-interacting protein related to cell division	Operon_366	Function unknown	ATG	 
lmo2031	2111684	2112373	690	-	2111684	2112373	690	ORF		hypothetical protein - RAST_Product: Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	Operon_366	General function prediction only	ATG	 
lmo2032	2112492	2113667	1176	-	2112492	2113667	1176	ORF	"highly similar to cell-division initiation protein FtsZ; GTPase; similar structure to tubulin; forms ring-shaped polymers at the site of cell division; other proteins such as FtsA, ZipA, and ZapA, interact with and regulate FtsZ function"	cell division protein FtsZ	Cell division protein FtsZ (EC 3.4.24.-)	Operon_366	Cell cycle control, mitosis and meiosis	ATG	 
lmo2033	2113734	2115014	1281	-	2113734	2115014	1281	ORF	highly similar to cell-division protein FtsA	hypothetical protein - RAST_Product: Cell division protein FtsA	Cell division protein FtsA	Operon_366	Cell cycle control, mitosis and meiosis	ATG	 
lmo2034	2115381	2116193	813	-	2115381	2116193	813	ORF	similar to cell-division initiation protein divIB	hypothetical protein - RAST_Product: Cell division protein FtsQ	Cell division protein FtsQ	Operon_367	Cell wall/membrane biogenesis	ATG	 
lmo2035	2116216	2117307	1092	-	2116216	2117307	1092	ORF	"similar to peptidoglycan synthesis enzymes, putative phospho-N-acetylmuramoyl-pentapeptide-transferase; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase; involved in cell wall formation; inner membrane-associated; last step of peptidoglycan synthesis"	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	Operon_367	Cell wall/membrane biogenesis	ATG	 
lmo2036	2117304	2118671	1368	-	2117304	2118671	1368	ORF	"similar to UDP-N-acetylmuramoylalanine D-glutamate ligase; UDP-N-acetylmuramoylalanine--D-glutamate ligase; involved in peptidoglycan biosynthesis; cytoplasmic; catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine during cell wall formation"	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	Operon_367	Cell wall/membrane biogenesis	ATG	 
lmo2037	2118812	2119786	975	-	2118812	2119786	975	ORF	"similar to phospho-N-acetylmuramoyl-pentapeptide transferase; First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan"	phospho-N-acetylmuramoyl-pentapeptide-transferase	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	Operon_367	Cell wall/membrane biogenesis	GTG	 
lmo2038	2119833	2121308	1476	-	2119833	2121308	1476	ORF	"similar to UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase; involved in cell wall formation; peptidoglycan synthesis; cytoplasmic enzyme; catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-aceylmuramoyl-l-alanyl-d-glutamate"	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	Operon_367	Cell wall/membrane biogenesis	ATG	 
lmo2039	2121483	2123738	2256	-	2121483	2123738	2256	ORF	similar to penicillin-binding protein 2B	hypothetical protein	penicillin-binding protein	Operon_368	Cell wall/membrane biogenesis	ATG	 
lmo2040	2123735	2124097	363	-	2123735	2124097	363	ORF	similar to cell-division protein FtsL	hypothetical protein - RAST_Product: Cell division protein FtsL	Cell division protein FtsL	Operon_368	Cell cycle control, mitosis and meiosis	GTG	 
lmo2041	2124114	2125052	939	-	2124114	2125052	939	ORF		S-adenosyl-methyltransferase MraW	rRNA small subunit methyltransferase H	Operon_368	Cell wall/membrane biogenesis	ATG	 
lmo2042	2125065	2125496	432	-	2125065	2125496	432	ORF	"MraZ; UPF0040; crystal structure shows similarity to AbrB"	cell division protein MraZ	Cell division protein MraZ	Operon_368	Function unknown	ATG	 
lmo2043	2125699	2126946	1248	-	2125699	2126946	1248	ORF	similar to integral membrane proteins	hypothetical protein - RAST_Product: FIG00774440: hypothetical protein	FIG00774440: hypothetical protein		"Carbohydrate transport and metabolism; Amino acid transport and metabolism; Inorganic ion transport and metabolism; General function prediction only;"	ATG	 
lmo2044	2127062	2128876	1815	+	2127062	2128876	1815	ORF	similar to transporter binding proteins	hypothetical protein - RAST_Product: Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)		General function prediction only	ATG	 
lmo2045	2128806	2129192	387	-	2128806	2129192	387	ORF	lmo2045	hypothetical protein		Operon_369	Not in COGs	ATG	 
lmo2046	2129185	2130078	894	-	2129185	2130078	894	ORF	"weakly similar to ketopantoate reductase involved in thiamin biosynthesis; ketopantoate reductase; catalyzes the NADPH reduction of ketopantoate to pantoate; functions in pantothenate (vitamin B5) biosynthesis"	2-dehydropantoate 2-reductase	2-dehydropantoate 2-reductase (EC 1.1.1.169)	Operon_369	Coenzyme transport and metabolism	ATG	 
lmo2047	2130228	2130401	174	-	2130228	2130401	174	ORF	some L32 proteins have zinc finger motifs consisting of CXXC while others do not	50S ribosomal protein L32	LSU ribosomal protein L32p		Translation	ATG	 
lmo2048	2130492	2131028	537	-	2130492	2131028	537	ORF		hypothetical protein - RAST_Product: COG1399 protein in cluster with ribosomal protein L32p, Firmicutes subfamily	COG1399 protein in cluster with ribosomal protein L32p, Firmicutes subfamily		General function prediction only	ATG	 
lmo2049	2131158	2132330	1173	+	2131158	2132330	1173	ORF		hypothetical protein - RAST_Product: FIG007079: UPF0348 protein family	FIG007079: UPF0348 protein family	Operon_370	General function prediction only	ATG	 
lmo2050	2132412	2134652	2241	+	2132412	2134652	2241	ORF	similar to excinuclease ABC (subunit A)	hypothetical protein - RAST_Product: Excinuclease ABC subunit A paralog of unknown function	Excinuclease ABC subunit A paralog of unknown function	Operon_370	Replication, recombination and repair	ATG	 
lmo2051	2134695	2135735	1041	-	2134695	2135735	1041	ORF	weakly similar to proteases	hypothetical protein - RAST_Product: Lon-like protease with PDZ domain	Lon-like protease with PDZ domain	Operon_371	Signal transduction mechanisms	ATG	 
lmo2052	2135754	2136236	483	-	2135754	2136236	483	ORF	"similar to phosphopantetheine adenylyltransferase; Catalyzes the conversion of ATP and pantetheine 4'-phosphate to diphosphate and 3'-dephospho-coA"	phosphopantetheine adenylyltransferase	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	Operon_371	Coenzyme transport and metabolism	ATG	 
lmo2053	2136239	2136796	558	-	2136239	2136796	558	ORF		hypothetical protein - RAST_Product: Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)	Operon_371	Replication, recombination and repair	ATG	 
lmo2054	2136893	2137174	282	-	2136893	2137174	282	ORF		hypothetical protein	hypothetical Cytosolic Protein	Operon_372	Function unknown	ATG	 
lmo2055	2137205	2137654	450	-	2137205	2137654	450	ORF		hypothetical protein - RAST_Product: ComK regulator	ComK regulator	Operon_372	Function unknown	TTG	 
lmo2056	2137702	2138757	1056	-	2137702	2138757	1056	ORF		hypothetical protein - RAST_Product: Allergen V5/Tpx-1 related	Allergen V5/Tpx-1 related		Function unknown	GTG	 
lmo2057	2138904	2139809	906	-	2138904	2139809	906	ORF	"highly similar to heme A farnesyltransferase; converts protoheme IX and farnesyl diphosphate to heme O"	protoheme IX farnesyltransferase	Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB		Posttranslational modification, protein turnover, chaperones	GTG	 
lmo2058	2140046	2140963	918	+	2140046	2140963	918	ORF	similar to heme O oxygenase	hypothetical protein - RAST_Product: Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA	Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA		Posttranslational modification, protein turnover, chaperones	ATG	 
lmo2059	2141071	2141814	744	+	2141071	2141814	744	ORF	similar to potassium channel subunit	"hypothetical protein - RAST_Product: Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family"	"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family"		Inorganic ion transport and metabolism	TTG	 
lmo2060	2141820	2142461	642	-	2141820	2142461	642	ORF		hypothetical protein - RAST_Product: Uncharacterized protein conserved in bacteria	Uncharacterized protein conserved in bacteria	Operon_373	Function unknown	ATG	 
lmo2061	2142480	2143097	618	-	2142480	2143097	618	ORF		hypothetical protein - RAST_Product: FIG00774218: hypothetical protein	FIG00774218: hypothetical protein	Operon_373	Function unknown	ATG	 
lmo2062	2143109	2144734	1626	-	2143109	2144734	1626	ORF	similar to copper export proteins	hypothetical protein - RAST_Product: Copper resistance protein D	Copper resistance protein D	Operon_373	"Inorganic ion transport and metabolism; General function prediction only;"	ATG	 
lmo2063	2144874	2145065	192	+	2144874	2145065	192	ORF	lmo2063	hypothetical protein - RAST_Product: FIG00774238: hypothetical protein	FIG00774238: hypothetical protein	Operon_374	Not in COGs	ATG	 
lmo2064	2145127	2145513	387	+	2145127	2145513	387	ORF	"similar to large conductance mechanosensitive channel protein; homopentamer; channel that opens in response to pressure or hypoosmotic shock"	large-conductance mechanosensitive channel	Large-conductance mechanosensitive channel	Operon_374	Cell wall/membrane biogenesis	ATG	 
lmo2065	2145652	2146044	393	-	2145652	2146044	393	ORF	lmo2065	hypothetical protein - RAST_Product: FIG00774550: hypothetical protein	FIG00774550: hypothetical protein		Not in COGs	ATG	 
lmo2066	2146089	2146298	210	-	2146089	2146298	210	ORF	lmo2066	hypothetical protein - RAST_Product: FIG00774898: hypothetical protein	FIG00774898: hypothetical protein		Not in COGs	ATG	 
lmo2067	2146449	2147426	978	-	2146449	2147426	978	ORF	similar to conjugated bile acid hydrolase	hypothetical protein - RAST_Product: Choloylglycine hydrolase (EC 3.5.1.24)	Choloylglycine hydrolase (EC 3.5.1.24)		Defense/virulence mechanisms	ATG	 
lmo2068	2147684	2149312	1629	-	2147684	2149312	1629	ORF	"60 kDa chaperone family; promotes refolding of misfolded polypeptides especially under stressful conditions; forms two stacked rings of heptamers to form a barrel-shaped 14mer; ends can be capped by GroES; misfolded proteins enter the barrel where they are refolded when GroES binds; many bacteria have multiple copies of the groEL gene which are active under different environmental conditions; the B.japonicum protein in this cluster is expressed constitutively; in Rhodobacter, Corynebacterium and Rhizobium this protein is essential for growth"	chaperonin GroEL	Heat shock protein 60 family chaperone GroEL	Operon_375	Posttranslational modification, protein turnover, chaperones	ATG	 
lmo2069	2149348	2149632	285	-	2149348	2149632	285	ORF	"10 kDa chaperonin; Cpn10; GroES; forms homoheptameric ring; binds to one or both ends of the GroEL double barrel in the presence of adenine nucleotides capping it; folding of unfolded substrates initiates in a GroEL-substrate bound and capped by GroES; release of the folded substrate is dependent on ATP binding and hydrolysis in the trans ring"	co-chaperonin GroES	Heat shock protein 60 family co-chaperone GroES	Operon_375	Posttranslational modification, protein turnover, chaperones	TTG	 
lmo2070	2149868	2150554	687	+	2149868	2150554	687	ORF		hypothetical protein - RAST_Product: CAAX amino terminal protease family protein	CAAX amino terminal protease family protein	Operon_376	General function prediction only	TTG	 
lmo2071	2150556	2150759	204	+	2150556	2150759	204	ORF	lmo2071	hypothetical protein - RAST_Product: FIG00774125: hypothetical protein	FIG00774125: hypothetical protein	Operon_376	Not in COGs	ATG	 
lmo2072	2150786	2151433	648	-	2150786	2151433	648	ORF	"similar to a putative DNA binding proteins; modulates transcription in response to the NADH/NAD(+) redox state"	redox-sensing transcriptional repressor Rex	Redox-sensitive transcriptional regulator (AT-rich DNA-binding protein)		General function prediction only	ATG	 
lmo2073	2151744	2153696	1953	+	2151744	2153696	1953	ORF	similar to ABC transporter (ATP-binding protein)	hypothetical protein - RAST_Product: ABC transporter ATP-binding protein uup	ABC transporter ATP-binding protein uup	Operon_377	General function prediction only	ATG	 
lmo2074	2153720	2154679	960	+	2153720	2154679	960	ORF		hypothetical protein - RAST_Product: FIG00774466: hypothetical protein	FIG00774466: hypothetical protein	Operon_377	General function prediction only	ATG	 
lmo2075	2155223	2156245	1023	-	2155223	2156245	1023	ORF	"similar to glycoprotein endopeptidase; in most organisms, only the N-terminal domain is present in a single polypeptide; in some archaea this domain is fused to a kinase domain; this gene is essential for growth in Escherichia coli and Bacillus subtilis; the secreted glycoprotease from Pasteurella haemolytica showed specificity for O-sialoglycosylated proteins; the Pyrococcus structure shows DNA-binding properties, iron-binding, ATP-binding, and AP endonuclease activity"	putative DNA-binding/iron metalloprotein/AP endonuclease	YgjD/Kae1/Qri7 family, required for N6-threonylcarbamoyl adenosine t(6)A37 modification in tRNA	Operon_378	Posttranslational modification, protein turnover, chaperones	ATG	 
lmo2076	2156242	2156697	456	-	2156242	2156697	456	ORF	similar to ribosomal protein alanine acetyltransferase	hypothetical protein	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	Operon_378	General function prediction only	GTG	 
lmo2077	2156694	2157386	693	-	2156694	2157386	693	ORF	similar to glycoprotease	hypothetical protein - RAST_Product: Inactive homolog of metal-dependent proteases, putative molecular chaperone	Inactive homolog of metal-dependent proteases, putative molecular chaperone	Operon_378	Posttranslational modification, protein turnover, chaperones	ATG	 
lmo2078	2157383	2157844	462	-	2157383	2157844	462	ORF		hypothetical protein - RAST_Product: ATPase YjeE, predicted to have essential role in cell wall biosynthesis	ATPase YjeE, predicted to have essential role in cell wall biosynthesis	Operon_378	General function prediction only	ATG	 
lmo2079	2157949	2159094	1146	-	2157949	2159094	1146	ORF	lmo2079	hypothetical protein	FIG00774850: hypothetical protein		Not in COGs	ATG	 
lmo2080	2159224	2159604	381	-	2159224	2159604	381	ORF	lmo2080	hypothetical protein - RAST_Product: FIG00774784: hypothetical protein	FIG00774784: hypothetical protein	Operon_379	Not in COGs	ATG	 
lmo2081	2159697	2160053	357	-	2159697	2160053	357	ORF	"may be involved in chromosome condensation; overexpression in Escherichia coli protects against decondensation by camphor; overexpressing the protein results in an increase in supercoiling"	camphor resistance protein CrcB	Protein crcB homolog 1	Operon_379	Cell cycle control, mitosis and meiosis	GTG	 
lmo2082	2160043	2160432	390	-	2160043	2160432	390	ORF	"similar to unknown proetin; may be involved in chromosome condensation; overexpression in Escherichia coli protects against decondensation by camphor; overexpressing the protein results in an increase in supercoiling"	camphor resistance protein CrcB	CrcB protein	Operon_379	Cell cycle control, mitosis and meiosis	ATG	 
lmo2083	2160538	2161164	627	-	2160538	2161164	627	ORF	lmo2083	hypothetical protein - RAST_Product: FIG00774914: hypothetical protein	FIG00774914: hypothetical protein	Operon_379	Function unknown	ATG	 
lmo2084	2161161	2162054	894	-	2161161	2162054	894	ORF	lmo2084	hypothetical protein - RAST_Product: Aminoglycoside phosphotransferase	Aminoglycoside phosphotransferase		General function prediction only	ATG	 
lmo2085	2162323	2164011	1689	-	2162323	2164011	1689	ORF		peptidoglycan binding protein	Putative peptidoglycan bound protein (LPXTG motif) Lmo2085 homolog		Cell wall/membrane biogenesis	ATG	 
lmo2086	2164106	2165377	1272	-	2164106	2165377	1272	ORF	weakly similar to transcription regulators	hypothetical protein - RAST_Product: DNA-binding protein	DNA-binding protein		"Transcription; General function prediction only;"	ATG	 
lmo2087	2166012	2167343	1332	-	2166012	2167343	1332	ORF		hypothetical protein - RAST_Product: Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	Operon_380	Defense/virulence mechanisms	ATG	 
lmo2088	2167353	2167943	591	-	2167353	2167943	591	ORF	similar to transcription regulators	hypothetical protein - RAST_Product: Transcriptional regulator, TetR family	Transcriptional regulator, TetR family	Operon_380	Transcription	ATG	 
lmo2089	2168054	2169097	1044	-	2168054	2169097	1044	ORF	similar to lipases	hypothetical protein - RAST_Product: Esterase/lipase	Esterase/lipase		Lipid transport and metabolism	GTG	 
lmo2090	2169312	2170526	1215	+	2169312	2170526	1215	ORF	"similar to argininosuccinate synthase; catalyzes the formation of 2-N(omega)-(L-arginino)succinate from L-citrulline and L-aspartate in arginine biosynthesis, AMP-forming"	argininosuccinate synthase	Argininosuccinate synthase (EC 6.3.4.5)	Operon_381	Amino acid transport and metabolism	ATG	 
lmo2091	2170530	2171900	1371	+	2170530	2171900	1371	ORF	"similar to argininosuccinate lyase; catalyzes the formation of arginine from (N-L-arginino)succinate"	argininosuccinate lyase	Argininosuccinate lyase (EC 4.3.2.1)	Operon_381	Amino acid transport and metabolism	ATG	 
lmo2092	2172068	2173591	1524	+	2172068	2173591	1524	ORF		glycine betaine transporter BetL	Glycine betaine transporter OpuD		Amino acid transport and metabolism	TTG	 
lmo2093	2173635	2173832	198	-	2173635	2173832	198	ORF	lmo2093	hypothetical protein - RAST_Product: FIG00774187: hypothetical protein	FIG00774187: hypothetical protein		Not in COGs	ATG	 
lmo2094	2173836	2174486	651	-	2173836	2174486	651	ORF	similar to L-fuculose-phosphate aldolase	hypothetical protein - RAST_Product: class II aldolase/adducin domain protein	class II aldolase/adducin domain protein		Carbohydrate transport and metabolism	ATG	 
lmo2095	2174488	2175420	933	-	2174488	2175420	933	ORF	similar to 1-phosphofructokinase	hypothetical protein - RAST_Product: Tagatose-6-phosphate kinase (EC 2.7.1.144) / 1-phosphofructokinase (EC 2.7.1.56)	Tagatose-6-phosphate kinase (EC 2.7.1.144) / 1-phosphofructokinase (EC 2.7.1.56)		Carbohydrate transport and metabolism	ATG	 
lmo2096	2175438	2176787	1350	-	2175438	2176787	1350	ORF	similar to PTS system galactitol-specific enzyme IIC component	hypothetical protein - RAST_Product: PTS system, galactitol-specific IIC component (EC 2.7.1.69)	PTS system, galactitol-specific IIC component (EC 2.7.1.69)		Carbohydrate transport and metabolism	ATG	 
lmo2097	2176815	2177090	276	-	2176815	2177090	276	ORF	similar to PTS system galactitol-specific enzyme IIB component	hypothetical protein - RAST_Product: PTS system, galactitol-specific IIB component (EC 2.7.1.69)	PTS system, galactitol-specific IIB component (EC 2.7.1.69)		Carbohydrate transport and metabolism	ATG	 
lmo2098	2177096	2177563	468	-	2177096	2177563	468	ORF	similar to PTS system galactitol-specific enzyme IIA component	hypothetical protein - RAST_Product: PTS system, galactitol-specific IIA component (EC 2.7.1.69)	PTS system, galactitol-specific IIA component (EC 2.7.1.69)		"Carbohydrate transport and metabolism; Signal transduction mechanisms;"	GTG	 
lmo2099	2177571	2179577	2007	-	2177571	2179577	2007	ORF	similar to transcription antiterminator	hypothetical protein - RAST_Product: Predicted galactitol operon regulator (Transcriptional antiterminator), BglG family / PTS system, mannitol/fructose-specific IIA component (EC 2.7.1.69)	Predicted galactitol operon regulator (Transcriptional antiterminator), BglG family / PTS system, mannitol/fructose-specific IIA component (EC 2.7.1.69)		"Transcription; Carbohydrate transport and metabolism; Signal transduction mechanisms;"	ATG	 
lmo2100	2179758	2181203	1446	-	2179758	2181203	1446	ORF	similar to transcriptional regulator (GntR family) and to aminotransferase (MocR-like)	hypothetical protein - RAST_Product: Predicted transcriptional regulator of pyridoxine metabolism	Predicted transcriptional regulator of pyridoxine metabolism		"Transcription; Amino acid transport and metabolism;"	ATG	 
lmo2101	2181329	2182216	888	+	2181329	2182216	888	ORF	"similar to a protein required for pyridoxine synthesis; with PdxT forms pyridoxal 5'-phosphate from glutamine, either ribose 5-phosphate or ribulose 5-phosphate, and either glyceraldehyde 3-phosphate or dihydroxyacetone phosphate"	pyridoxal biosynthesis lyase PdxS	Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	Operon_382	Coenzyme transport and metabolism	ATG	 
lmo2102	2182218	2182784	567	+	2182218	2182784	567	ORF	"lmo2102; with PdxST is involved in the biosynthesis of pyridoxal 5'-phosphate; PdxT catalyzes the hydrolysis of glutamine to glutamate and ammonia; PdxS utilizes the ammonia to synthesize pyridoxal 5'-phosphate"	glutamine amidotransferase subunit PdxT	Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)	Operon_382	Coenzyme transport and metabolism	ATG	 
lmo2103	2182823	2183800	978	-	2182823	2183800	978	ORF	"similar to phosphotransacetylase; in Salmonella this enzyme is required for ethanolamine catabolism; has higher affinity for CoA than Pta"	phosphotransacetylase	Phosphate acetyltransferase (EC 2.3.1.8)		Energy production and conversion	ATG	 
lmo2104	2184120	2184347	228	+	2184120	2184347	228	ORF	lmo2104	hypothetical protein - RAST_Product: Hypothetical protein FIG016644	Hypothetical protein FIG016644	Operon_383	Inorganic ion transport and metabolism	ATG	 
lmo2105	2184344	2186338	1995	+	2184344	2186338	1995	ORF	similar to ferrous iron transport protein B	hypothetical protein - RAST_Product: Ferrous iron transport protein B	Ferrous iron transport protein B	Operon_383	Inorganic ion transport and metabolism	ATG	 
lmo2106	2186557	2187411	855	-	2186557	2187411	855	ORF		hypothetical protein	Ser/Thr protein phosphatase family protein		General function prediction only	ATG	 
lmo2107	2187663	2188424	762	+	2187663	2188424	762	ORF	similar to transcriptional regulator (DeoR family)	hypothetical protein - RAST_Product: Transcriptional regulator, DeoR family	Transcriptional regulator, DeoR family	Operon_384	"Transcription; Carbohydrate transport and metabolism;"	ATG	 
lmo2108	2188430	2189563	1134	+	2188430	2189563	1134	ORF	similar to N-acetylglucosamine-6-phosphate deacetylase	hypothetical protein - RAST_Product: N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Operon_384	Carbohydrate transport and metabolism	ATG	 
lmo2109	2189605	2190402	798	+	2189605	2190402	798	ORF	similar to hydrolase	hypothetical protein - RAST_Product: hydrolase, alpha/beta fold family	hydrolase, alpha/beta fold family	Operon_384	General function prediction only	ATG	 
lmo2110	2190489	2191445	957	-	2190489	2191445	957	ORF	similar to mannnose-6 phospate isomerase	hypothetical protein - RAST_Product: Mannose-6-phosphate isomerase (EC 5.3.1.8)	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Operon_385	Carbohydrate transport and metabolism	ATG	 
lmo2111	2191525	2192256	732	-	2191525	2192256	732	ORF	similar to FMN-containing NADPH-linked nitro/flavin reductase	hypothetical protein - RAST_Product: Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	Operon_385	Energy production and conversion	ATG	 
lmo2112	2192379	2192609	231	+	2192379	2192609	231	ORF	lmo2112	hypothetical protein - RAST_Product: DNA-binding protein	DNA-binding protein	Operon_386	Not in COGs	GTG	 
lmo2113	2192693	2193448	756	+	2192693	2193448	756	ORF		putative heme peroxidase	Hemoprotein HemQ, essential component of heme biosynthetic pathway in Gram-positive bacteria	Operon_386	Function unknown	ATG	 
lmo2114	2193645	2194412	768	+	2193645	2194412	768	ORF	similar to ABC transporter (ATP-binding protein)	hypothetical protein - RAST_Product: Bacitracin export ATP-binding protein BceA	Bacitracin export ATP-binding protein BceA	Operon_387	Defense/virulence mechanisms	ATG	 
lmo2115	2194399	2196339	1941	+	2194399	2196339	1941	ORF	similar to ABC transporter (permease)	hypothetical protein - RAST_Product: Bacitracin export permease protein BceB	Bacitracin export permease protein BceB	Operon_387	Defense/virulence mechanisms	ATG	 
lmo2116	2196382	2197206	825	-	2196382	2197206	825	ORF	lmo2116	hypothetical protein	FIG00774020: hypothetical protein		Not in COGs	TTG	 
lmo2117	2197267	2197728	462	+	2197267	2197728	462	ORF		hypothetical protein - RAST_Product: acetyltransferase, GNAT family	acetyltransferase, GNAT family		"Transcription; General function prediction only;"	ATG	 
lmo2118	2197763	2199115	1353	-	2197763	2199115	1353	ORF	"similar to phosphoglucomutase; catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate"	phosphoglucosamine mutase	Phosphoglucosamine mutase (EC 5.4.2.10)		Carbohydrate transport and metabolism	ATG	 
lmo2119	2199365	2200723	1359	-	2199365	2200723	1359	ORF		hypothetical protein	uncharacterized secreted protein, YBBR Bacillus subtilis homolog	Operon_388	Function unknown	ATG	 
lmo2120	2200723	2201544	822	-	2200723	2201544	822	ORF		hypothetical protein - RAST_Product: Hypothetical protein YbbP, contains nucleotide-binding domain of DisA bacterial checkpoint controller	Hypothetical protein YbbP, contains nucleotide-binding domain of DisA bacterial checkpoint controller	Operon_388	Function unknown	ATG	 
lmo2121	2201719	2203980	2262	-	2201719	2203980	2262	ORF	similar to maltosephosphorylase	maltose phosphorylase	Maltose phosphorylase (EC 2.4.1.8)	Operon_389	Carbohydrate transport and metabolism	ATG	 
lmo2122	2203996	2204829	834	-	2203996	2204829	834	ORF	similar to maltodextrose utilization protein MalA	hypothetical protein - RAST_Product: Maltodextrose utilization protein MalA	Maltodextrose utilization protein MalA	Operon_389	Function unknown	ATG	 
